product_name,price,barcode,date,source_file,llm_action,pyfooda_name,grams_in_name
CAROTTES BIO,2.39,540011235900,2024-07-25,2024_07_25.csv,match,CARROTS,
OIGNON ROUGE 2PC,1.99,540011231473,2024-07-25,2024_07_25.csv,match,ONION,
PDT GRENAILLE 1KG,2.89,540011237842,2024-07-25,2024_07_25.csv,match,POTATOES,1000
33CL SCH GINGER AL,1.11,312448018594,2024-07-25,2024_07_25.csv,ignore,,
33CL SCH GINGER AL,1.11,312448018594,2024-07-25,2024_07_25.csv,ignore,,
TOTAAL,225.77,,2024-07-25,2024_07_25.csv,ignore,,
TOTAAL,215.83,,2024-07-25,2024_07_25.csv,ignore,,
TOTAAL,215.83,,2024-07-25,2024_07_25.csv,ignore,,
TOTAAL,207.23,,2024-07-25,2024_07_25.csv,ignore,,
POI: 01691910,,,2024-07-25,2024_07_25.csv,match,Poi,
TICKET CLIENT,,,2024-07-25,2024_07_25.csv,ignore,,
TERUG,0.0,,2024-07-25,2024_07_25.csv,ignore,,
ANCIENT SOLDE DE POINTS,5993.0,,2024-07-25,2024_07_25.csv,ignore,,
POINTS SUR MONTANT DES ACHATS,103.0,,2024-07-25,2024_07_25.csv,ignore,,
TOTAL POINTS TICKET,103.0,,2024-07-25,2024_07_25.csv,ignore,,
NOUVEAU SOLDE DE POINTS,6096.0,,2024-07-25,2024_07_25.csv,ignore,,
TOTAL TIMBRE(S) TICKET MASCOTTE,13.0,,2024-07-25,2024_07_25.csv,ignore,,
TIMBRE(S) MASCOTTE REÇU,13.0,,2024-07-25,2024_07_25.csv,ignore,,
SN 80836950,225.77,,2024-07-25,2024_07_25.csv,ignore,,
"GS: 225,77",225.77,,2024-07-25,2024_07_25.csv,ignore,,
"NS: 207,23",,,2024-07-25,2024_07_25.csv,ignore,,
BIO = BE-BIO-01,,,2024-07-25,2024_07_25.csv,ignore,,
DU COTE DE LA VRAIE VIE,,,2024-07-25,2024_07_25.csv,ignore,,
75CL PROSECCO DOC,10.99,800622000166,2024-07-30,2024_07_30.csv,ignore,,
75CL PROSECCO DOC,10.99,800622000166,2024-07-30,2024_07_30.csv,ignore,,
FAIREBEL 1/2 E,8.09,542502728002,2024-07-30,2024_07_30_b.csv,match,MILK,
6X25CL JUPILER BAS,5.45,541022821134,2024-07-30,2024_07_30_b.csv,ignore,,
6X25CL JUPILER 0.6E,0.6,217000000081,2024-07-30,2024_07_30_b.csv,ignore,,1500.0
6X33CL SCHWEPPES M,6.59,312448018743,2024-07-30,2024_07_30_b.csv,ignore,,
PDT GRENAILLE 1KG,2.89,540011237842,2024-07-30,2024_07_30_b.csv,match,POTATOES,1000
75 ROSE MONTAUR18R,5.99,330329290581,2024-07-30,2024_07_30_b.csv,ignore,,
140G ROCK SALT,5.75,731131026797,2024-07-30,2024_07_30_b.csv,match,SALT,140.0
TELLICHERRY PEPPER,5.55,731131026807,2024-07-30,2024_07_30_b.csv,match,RED PEPPER,
125G DLL CRAC A,1.95,871033801154,2024-07-30,2024_07_30_b.csv,ignore,,125.0
BIO PITTEMIX 150G,4.65,542003641609,2024-07-30,2024_07_30_b.csv,ignore,,150.0
DLL BIO CREME GLAC,5.39,540011365652,2024-07-30,2024_07_30_b.csv,match,CREME FRAICHE,
DLL BIO FT CREME G,5.39,540011365653,2024-07-30,2024_07_30_b.csv,match,CREME FRAICHE,
DLL BIO CREME GLAC,5.39,540011365654,2024-07-30,2024_07_30_b.csv,match,CREME FRAICHE,
185G TORTIL CHILI,3.29,841007648176,2024-07-30,2024_07_30_b.csv,ignore,,
75G CHIPS POIS BIO,1.85,540011366773,2024-07-30,2024_07_30_b.csv,match,PEAS,75
140G POUSE MIX,1.49,540011238574,2024-07-30,2024_07_30_b.csv,ignore,,
PDT GRENAILLE 1KG,2.89,540011237842,2024-07-30,2024_07_30_b.csv,match,POTATOES,1000
JEUNE POUSE MIX,1.49,540011238574,2024-07-30,2024_07_30_b.csv,ignore,,
ECHAUTES 500G,1.09,540011238009,2024-07-30,2024_07_30_b.csv,ignore,,500.0
200GR EPINARD JEU,1.99,540011235182,2024-07-30,2024_07_30_b.csv,match,"Spinach, raw",200.0
125G DLL CASSAVE,1.19,540011368464,2024-07-30,2024_07_30_b.csv,match,"Cassava, raw",125
6X1L SANPELLEGRINO,5.25,800227004489,2024-07-30,2024_07_30_b.csv,ignore,,
MANGUE,0.0,2036,2024-07-30,2024_07_30_b.csv,match,MANGO,
2 X AVOCAT,4.38,540011954346,2024-07-30,2024_07_30_b.csv,match,AVOCADO,
4 X 1L APEROL,5.8,800223000001,2024-07-30,2024_07_30_b.csv,ignore,,1000.0
BIO BANANEN,2.59,40140716271,2024-07-30,2024_07_30_b.csv,match,"Banana, raw",
CAROTTES BIO,2.39,540011235900,2024-07-30,2024_07_30_b.csv,match,CARROTS,
POIVRONS ROUGES,0.91,2036,2024-07-30,2024_07_30_b.csv,match,PEPPERS,400
OLIVE DENOYA 130G,2.49,540011957834,2024-07-30,2024_07_30_b.csv,match,OLIVES,130.0
200GR HOUMOUS,2.19,540011238642,2024-07-30,2024_07_30_b.csv,match,HOMMUS,200.0
200GR HOUMOUS,2.19,540011238642,2024-07-30,2024_07_30_b.csv,match,HOMMUS,200.0
200G SCROCHI EP,2.29,871224722942,2024-07-30,2024_07_30_b.csv,ignore,,200.0
TOMATE CERISE GRAP,4.49,540011958191,2024-07-30,2024_07_30_b.csv,match,TOMATO,
TOMATE CERISE GRAP,4.49,540011958191,2024-07-30,2024_07_30_b.csv,match,TOMATO,
JAMBON DEGRAISSE,3.85,2208132,2024-07-30,2024_07_30_b.csv,match,Ham,
JAMBON DEGRAISSE,3.85,2208132,2024-07-30,2024_07_30_b.csv,match,Ham,
MOUSSEL.POM.MATER,1.79,541004607005,2024-08-08,2024_08_08.csv,match,"Apple, raw",100
MOUSSEL.POM.MATER,1.79,541004607005,2024-08-08,2024_08_08.csv,match,"Apple, raw",100
AVOCAT,1.45,540011955924,2024-08-08,2024_08_08_b.csv,match,AVOCADO,
AVOCAT,1.45,540011955924,2024-08-08,2024_08_08_b.csv,match,AVOCADO,
AVOCAT,1.45,540011955924,2024-08-08,2024_08_08_b.csv,match,AVOCADO,
AVOCAT,1.45,540011955924,2024-08-08,2024_08_08_b.csv,match,AVOCADO,
AVOCAT,1.45,540011955924,2024-08-08,2024_08_08_b.csv,match,AVOCADO,
FAIREBEL 1/2 E,8.09,542502728002,2024-08-08,2024_08_08_b.csv,match,MILK,
VEET CREME DEP.JAM,11.09,305994800706,2024-08-08,2024_08_08_b.csv,match,Jam,
HGK RCH PG MCH,4.95,8735273,2024-08-08,2024_08_08_b.csv,ignore,,
HG DETACH SPEC 1,4.19,8730053,2024-08-08,2024_08_08_b.csv,ignore,,
HG DETACH SPEC 7,4.19,8730454,2024-08-08,2024_08_08_b.csv,ignore,,
BOKMAAN DET. SANG,3.49,400845521211,2024-08-08,2024_08_08_b.csv,ignore,,
NECTARINE BLANCHE,4.95,2595,2024-08-08,2024_08_08_b.csv,match,NECTARINES,
UDON NOUILLES,3.99,400235901984,2024-08-08,2024_08_08_b.csv,match,UDON NOODLE,
UDON NOUILLES,3.99,400235901984,2024-08-08,2024_08_08_b.csv,match,UDON NOODLE,
UDON NOUILLES,3.99,400235901984,2024-08-08,2024_08_08_b.csv,match,UDON NOODLE,
HET TRAAGSTE BROOD P,4.9,543000017740,2024-08-08,2024_08_08_b.csv,match,BREAD,
HET TRAAGSTE BROOD P,4.9,543000017740,2024-08-08,2024_08_08_b.csv,match,BREAD,
SAUCISSE P&V,3.44,2040889030446,2024-08-08,2024_08_08_b.csv,match,SAUSAGE,
SAUCISSE P&V,3.67,2040889033673,2024-08-08,2024_08_08_b.csv,match,SAUSAGE,
SAUCISSE P&V,4.01,2040889004014,2024-08-08,2024_08_08_b.csv,match,SAUSAGE,
SAUCISSE P&V,3.69,2040889000369,2024-08-08,2024_08_08_b.csv,match,SAUSAGE,
6PC POMME PINK LAD,3.99,5411474004141,2024-08-08,2024_08_08_b.csv,match,APPLE,
6PC POMME PINK LAD,3.99,5411474004141,2024-08-08,2024_08_08_b.csv,match,APPLE,
100GR JEUNES POUSS,1.19,540011234673,2024-08-08,2024_08_08_b.csv,match,MIXED GREENS,100.0
MANGUE,2.19,540011954346,2024-08-08,2024_08_08_b.csv,match,MANGO,
MANGUE,2.19,540011954346,2024-08-08,2024_08_08_b.csv,match,MANGO,
100GR JEUNES POUSS,1.19,540011234673,2024-08-08,2024_08_08_b.csv,match,MIXED GREENS,100.0
125GR MESCLUN,1.99,540011236283,2024-08-08,2024_08_08_b.csv,match,MIXED GREENS,125.0
125GR MESCLUN,1.99,540011236283,2024-08-08,2024_08_08_b.csv,match,MIXED GREENS,125.0
TOMATE CERISE GRAP,4.49,540011958191,2024-08-08,2024_08_08_b.csv,match,TOMATO,
TOMATE CERISE GRAP,4.49,540011958191,2024-08-08,2024_08_08_b.csv,match,TOMATO,
VEET MINIMA VISAGE,11.89,3059948003393,2024-08-08,2024_08_08_b.csv,ignore,,
BIO BANANEN,2.59,401407169271,2024-08-08,2024_08_08_b.csv,match,"Banana, raw",
BIO BANANEN,2.59,401407169271,2024-08-08,2024_08_08_b.csv,match,"Banana, raw",
HET TRAAGSTE BROOD P,4.9,543000017740,2024-08-08,2024_08_08_b.csv,match,BREAD,
HET TRAAGSTE BROOD P,4.9,543000017740,2024-08-28,2024_08_28.csv,match,BREAD,
HET TRAAGSTE BROOD P,4.9,543000017740,2024-08-28,2024_08_28.csv,match,BREAD,
HET TRAAGSTE BROOD P,4.9,543000017740,2024-08-28,2024_08_28.csv,match,BREAD,
SPINAZIE 450GR,2.6,541091429503,2024-08-28,2024_08_28.csv,match,SPINACH,450
BECKMANN D. FRUITS,3.65,400845552121,2024-08-28,2024_08_28.csv,ignore,,
BECKMANN D.GRAISSE,3.49,400845552122,2024-08-28,2024_08_28.csv,ignore,,
ROSENET PURE PORC,1.99,540011272310,2024-08-28,2024_08_28.csv,match,Pork,
JAMBON PARME,3.45,540011958884,2024-08-28,2024_08_28.csv,match,Ham,
JAMBON CUIT AU FOU,4.17,2258760004174,2024-08-28,2024_08_28.csv,match,Ham,
JAMBON CUIT AU FOU,4.2,2258760,2024-08-28,2024_08_28.csv,match,Ham,
JAMBON CUIT AU FOU,4.17,2258760,2024-08-28,2024_08_28.csv,match,Ham,
JAMBON CUIT AU FOU,4.17,2258760,2024-08-28,2024_08_28.csv,match,Ham,
HACHIS PORC-VEAU,5.42,2040840005420,2024-08-28,2024_08_28.csv,match,GROUND VEAL,
HACHIS PORC-VEAU,5.48,2040840005481,2024-08-28,2024_08_28.csv,match,GROUND VEAL,
MINI BURGER ANGUS,6.29,540011960564,2024-08-28,2024_08_28.csv,match,"Beef, ground, patty",200
VOLAILLE/GIBIER,6.29,2223760007739,2024-08-28,2024_08_28.csv,ignore,,
AIGUILLETTE DINDE,7.73,2223760,2024-08-28,2024_08_28.csv,match,TURKEY,
AIGUILLETTE DINDE,7.37,2223760007371,2024-08-28,2024_08_28.csv,match,TURKEY,
PATE A PIZZA,1.09,540011900827,2024-08-28,2024_08_28.csv,match,PIZZA DOUGH,
PATE A PIZZA,1.09,540011900827,2024-08-28,2024_08_28.csv,match,PIZZA DOUGH,
ROSEIF,20.32,204007,2024-08-28,2024_08_28.csv,ignore,,
CARPACCIO,5.07,204356,2024-08-28,2024_08_28.csv,match,DELI ROAST BEEF,
CARPACCIO,4.41,204356,2024-08-28,2024_08_28.csv,match,DELI ROAST BEEF,
LINDT EXCELLENCE,2.33,304652002836,2024-08-28,2024_08_28.csv,match,"LINDT, EXCELLENCE DARK CHOCOLATE",
MOZZARELLA MAXI,2.85,800043013526,2024-08-28,2024_08_28.csv,match,MOZZARELLA CHEESE,
MOZZARELLA MAXI,2.85,800043013526,2024-08-28,2024_08_28.csv,match,MOZZARELLA CHEESE,
MOZZARELLA MAXI,2.85,800043013526,2024-08-28,2024_08_28.csv,match,MOZZARELLA CHEESE,
AVOCAT,1.45,540011956924,2024-08-28,2024_08_28.csv,match,AVOCADO,
MANGUE,2.19,540011954346,2024-08-28,2024_08_28.csv,match,MANGO,
SAN MARZANO,3.99,401407169271,2024-08-28,2024_08_28.csv,match,TOMATO,
NECTARINE JAUNE,3.39,2958,2024-08-28,2024_08_28.csv,match,NECTARINES,
DAONNE ACT FRAISES,2.49,541014641777,2024-08-28,2024_08_28.csv,match,STRAWBERRIES,
BIO BANANEN,2.59,401407169271,2024-08-28,2024_08_28.csv,match,"Banana, raw",
125GR MESCLUN,1.99,540011236383,2024-08-28,2024_08_28.csv,match,MIXED GREENS,125.0
100GR JERUSAPOUSS,1.19,540011236373,2024-08-28,2024_08_28.csv,ignore,,100.0
CHOU POINTU HACHE,1.99,540011957083,2024-08-28,2024_08_28.csv,ignore,,
CHOUX CHINOIS,2.69,540011230610,2024-08-28,2024_08_28.csv,match,"Cabbage, Chinese, raw",
COURGETTES,2.27,540011230610,2024-08-28,2024_08_28.csv,match,ZUCCHINI,
CAMP FROM FR ENT,4.45,871280000060,2024-08-28,2024_08_28.csv,match,BREAD,500
COEUR DOUX LIT GEM,2.29,540011957562,2024-08-28,2024_08_28.csv,ignore,,
KIWI JAUNE,5.99,540011957573,2024-08-28,2024_08_28.csv,match,KIWI,
RHIZIN MUS 500G,2.49,540011957556,2024-08-28,2024_08_28.csv,ignore,,500.0
CARLS BEURRE FT D,4.49,541115603113,2024-08-28,2024_08_28.csv,match,BUTTER,
MILKA CHOCO SUPREM,3.19,762230029250,2024-08-28,2024_08_28.csv,ignore,,
MINIQUES 500GR,6.49,540011555739,2024-08-28,2024_08_28.csv,ignore,,500.0
VLINDERS,1.1,580,2024-08-28,2024_08_28.csv,ignore,,
6PC POMME PINK LAD,3.99,370047661163,2024-08-31,2024_08_31.csv,match,APPLE,
6PC POMME PINK LAD,3.99,370047661163,2024-08-31,2024_08_31.csv,match,APPLE,
CITRON VERT 500G,2.69,540011958445,2024-08-31,2024_08_31.csv,match,LEMON,500.0
TORTELLONI BASILI,2.49,540011955533,2024-08-31,2024_08_31.csv,match,TORTELLINI,
TORTELLONI BASILI,2.49,540011955533,2024-08-31,2024_08_31.csv,match,TORTELLINI,
PROSC CRUDO ITALIA,8.89,801944000292,2024-08-31,2024_08_31.csv,match,PROSCIUTTO D'ITALIA,
CHICKEN NUGGETS,5.99,501051100054,2024-08-31,2024_08_31.csv,match,CHICKEN,
PICCOLINI PENNE,2.55,807680952158,2024-08-31,2024_08_31.csv,match,PENNE,
PICCOLINI PENNE,2.55,807680952158,2024-08-31,2024_08_31.csv,match,PENNE,
PICCOLINI PENNE,2.55,807680952158,2024-08-31,2024_08_31.csv,match,PENNE,
325G PAT CAC CREME,2.49,360858012541,2024-08-31,2024_08_31.csv,match,CREME FRAICHE,325.0
400G DLI PATE NOIS,2.55,540011136949,2024-08-31,2024_08_31.csv,ignore,,
D4L SG BRAZIL,4.15,540011951766,2024-08-31,2024_08_31.csv,match,Brazil nuts,
NECTARINE JAUNE,3.89,2958,2024-08-31,2024_08_31.csv,match,NECTARINES,
250G LAVAZZA ROMA,5.99,800007002255,2024-08-31,2024_08_31.csv,match,COFFEE,250.0
250G LAVAZZA ROMA,5.99,800007002255,2024-08-31,2024_08_31.csv,match,COFFEE,250.0
BIO BANANEN,2.55,401407196271,2024-08-31,2024_08_31.csv,match,"Banana, raw",
DLC TRESOR MILK,2.49,505084454241,2024-08-31,2024_08_31.csv,match,MILK,
250G DLI TORT RIC,2.49,540011957532,2024-08-31,2024_08_31.csv,match,TORTELLINI,250
250G DLI TORT RIC,2.49,540011957532,2024-08-31,2024_08_31.csv,match,TORTELLINI,250
SAIL SURIMI-CRABE,2.99,540012279990,2024-08-31,2024_08_31.csv,ignore,,
TOM BELG GRAPP,2.29,2523,2024-08-31,2024_08_31.csv,match,TOMATO,
SPAGHETTI 500G,3.85,800603110029,2024-08-31,2024_08_31.csv,match,SPAGHETTI,500.0
AVOCAT,7.25,540011955624,2024-08-31,2024_08_31.csv,match,AVOCADO,
MANGUE,2.19,540011954346,2024-08-31,2024_08_31.csv,match,MANGO,
MANGUE,2.19,540011954346,2024-08-31,2024_08_31.csv,match,MANGO,
UL DOUX SH CAMIL,3.69,3600542260568,2024-09-28,2024_09_28.csv,ignore,,
364ML DOUX REM MERV,7.79,3600542290590,2024-09-28,2024_09_28.csv,ignore,,364.0
RAISIN MIX 500G,4.99,5400111959756,2024-09-28,2024_09_28.csv,match,RAISIN,500.0
HOUMOUS,2.49,5400121386842,2024-09-28,2024_09_28.csv,match,HOMMUS,200.0
HOUMOUS,2.49,5400121386842,2024-09-28,2024_09_28.csv,match,HOMMUS,200.0
500GR L RIS GRAI,1.79,5400141263283,2024-09-28,2024_09_28.csv,match,RICE,500
500GR L RIS GRAI,1.79,5400141263283,2024-09-28,2024_09_28.csv,match,RICE,500
250GR TOGRELLO TOM,2.49,5400157937577,2024-09-28,2024_09_28.csv,match,TOMATO,250.0
250GR TOGRELLO TOM,2.49,5400157937577,2024-09-28,2024_09_28.csv,match,TOMATO,250.0
EXCELLENCE 70,2.39,3046920021800,2024-09-28,2024_09_28.csv,match,"LINDT, EXCELLENCE DARK CHOCOLATE",
EXCELLENCE 70,2.39,3046920021800,2024-09-28,2024_09_28.csv,match,"LINDT, EXCELLENCE DARK CHOCOLATE",
OEUFS FRAIS BIO 12PC,6.19,5410938108534,2024-09-28,2024_09_28.csv,match,EGGS,
AVOCAT,4.35,5400111956924,2024-09-28,2024_09_28.csv,match,AVOCADO,
125GR MESCLUN,2.39,5400141263283,2024-09-28,2024_09_28.csv,match,MIXED GREENS,125.0
125GR MESCLUN,2.39,5400141263283,2024-09-28,2024_09_28.csv,match,MIXED GREENS,125.0
LINDET EXCELLENCE,2.39,3046920021831,2024-09-28,2024_09_28.csv,match,"LINDT, EXCELLENCE DARK CHOCOLATE",
LINDET EXCELLENCE,2.39,3046920021831,2024-09-28,2024_09_28.csv,match,"LINDT, EXCELLENCE DARK CHOCOLATE",
MOZZARELLA MAXI,2.89,3046920021831,2024-09-28,2024_09_28.csv,match,MOZZARELLA CHEESE,
SHEZZA PATE PIZZA,1.99,3154230005060,2024-09-28,2024_09_28.csv,match,PIZZA DOUGH,230
SHEZZA PATE PIZZA,1.99,3154230005060,2024-09-28,2024_09_28.csv,match,PIZZA DOUGH,230
DANONE ACT FRAISES,2.49,5410146411777,2024-09-28,2024_09_28.csv,match,YOGURT STRAWBERRY,
DANONE ACT FRAISES,2.49,5410146411777,2024-09-28,2024_09_28.csv,match,YOGURT STRAWBERRY,
ULTRA DOUX SH MERV,3.29,3600542448197,2024-09-28,2024_09_28.csv,ignore,,
MOZZARELLA MAXI,2.89,8000433185124,2024-09-28,2024_09_28.csv,match,MOZZARELLA CHEESE,
CAME FROM FR ENT,3.99,8718300000000,2024-09-28,2024_09_28.csv,ignore,,
DELTO VEG CHIC CUR,2.99,5411188113554,2024-09-28,2024_09_28.csv,match,CHICKEN,250
DELTO VEG CHIC CUR,2.99,5411188113554,2024-09-28,2024_09_28.csv,match,CHICKEN,250
COCIGRETTES,1.79,202160,2024-09-28,2024_09_28.csv,match,COBETTES,
AVOCAT,4.35,5400111956924,2024-09-28,2024_09_28.csv,match,AVOCADO,
HACHIS,7.2,2047270000000,2024-09-28,2024_09_28.csv,match,GROUND VEAL,400
HACHIS,7.2,2047270000000,2024-09-28,2024_09_28.csv,match,GROUND VEAL,400
FILET PUR DE PORC,5.47,2040740000005,2024-09-28,2024_09_28.csv,match,Pork,
FILET PUR DE PORC,7.85,2040740000005,2024-09-28,2024_09_28.csv,match,Pork,
HACHIS PORC-VEAU,5.66,2040845005660,2024-10-13,2024_10_13.csv,match,GROUND VEAL,
HACHIS PORC-VEAU,5.06,2040848005063,2024-10-13,2024_10_13.csv,match,GROUND VEAL,
HACHIS PORC-VEAU,5.41,2040845005417,2024-10-13,2024_10_13.csv,match,GROUND VEAL,
400G PATE NOIS CRU,3.49,0450031907142,2024-10-13,2024_10_13.csv,ignore,,
MERGELSTOKS.GROO,2.05,541068380851,2024-10-13,2024_10_13.csv,ignore,,
BIO CAROTTES,2.39,540011239500,2024-10-13,2024_10_13.csv,match,CARROTS,
6PC POMME PINK LAD,3.99,370047661163,2024-10-13,2024_10_13.csv,match,APPLE,
6PC POMME PINK LAD,3.99,541068380851,2024-10-13,2024_10_13.csv,match,APPLE,
HET TRAGSTE BROOD,4.4,543000017739,2024-10-13,2024_10_13.csv,match,BREAD,
HET TRAGSTE BROOD,4.4,543000017739,2024-10-13,2024_10_13.csv,match,BREAD,
750G POMMES NOISET,5.45,541068380851,2024-10-13,2024_10_13.csv,match,POMMES SAUCE,750.0
750G POMMES NOISET,5.45,541068380851,2024-10-13,2024_10_13.csv,match,POMMES SAUCE,750.0
750G PUREE BELGE,5.39,542503620004,2024-10-13,2024_10_13.csv,match,FRUIT PUREE,750.0
125GR MESCLUN,1.99,540011236283,2024-10-13,2024_10_13.csv,match,MIXED GREENS,125.0
6PC PUREE BELGE,5.39,542503620004,2024-10-13,2024_10_13.csv,match,FRUIT PUREE,
DLL OEUFFS BIO MIX,2.95,540011210790,2024-10-13,2024_10_13.csv,ignore,,
375G XTRA CHO NOIR,3.69,505931902246,2024-10-13,2024_10_13.csv,match,DARK CHOCOLATE,375
6PC POMME PINK LAD,3.99,541068380851,2024-10-13,2024_10_13.csv,match,APPLE,
6PC POMME PINK LAD,3.99,541068380851,2024-10-13,2024_10_13.csv,match,APPLE,
BIO HOUMOUS 200G,2.99,540011234720,2024-10-13,2024_10_13.csv,match,HOMMUS,200.0
BIO HOUMOUS 200G,2.99,540011234720,2024-10-13,2024_10_13.csv,match,HOMMUS,200.0
SOMA MULTIGRAIN 40,2.49,871089902039,2024-10-13,2024_10_13.csv,match,MULTIGRAIN BREAD,
TOM BELG GRAPP,2.69,541068380851,2024-10-13,2024_10_13.csv,match,TOMATO,
ROMB CACHET DOR G,9.35,541017300056,2024-10-29,2024_10_29_b.csv,match,CHOCOLATE,100
500G ROMB DESSERT,9.85,541017300062,2024-10-29,2024_10_29_b.csv,match,CHOCOLATE,500
ROMB CACHET DOR G,9.35,541017300056,2024-10-29,2024_10_29_b.csv,match,CHOCOLATE,100
ROMB CACHET DOR G,9.35,541017300056,2024-10-29,2024_10_29_b.csv,match,CHOCOLATE,100
500G ROMB DESSERT,9.85,541017300062,2024-10-29,2024_10_29_b.csv,match,CHOCOLATE,500
TRAITEUR,4.45,0500000004445,2024-10-31,2024_10_31.csv,ignore,,
HACHIS PORC-VEAU,5.66,2040845005560,2024-10-31,2024_10_31.csv,match,GROUND VEAL,
HACHIS PORC-VEAU,5.16,2040845005161,2024-10-31,2024_10_31.csv,match,GROUND VEAL,
HACHIS PORC-VEAU,4.81,2040845004813,2024-10-31,2024_10_31.csv,match,GROUND VEAL,
HACHIS PORC-VEAU,9.77,2040844009775,2024-10-31,2024_10_31.csv,match,GROUND VEAL,
BIO HOUMOUS 200G,2.99,5400112347270,2024-10-31,2024_10_31.csv,match,HOMMUS,200.0
OLIVE DENOYA 130G,2.59,5400115957834,2024-10-31,2024_10_31.csv,match,OLIVES,130.0
VINIGRE VIN BLANC,1.69,5400111007211,2024-11-03,2024_11_03.csv,ignore,,
HACHIS BOUEF/PORC,3.54,2408057003531,2024-11-03,2024_11_03.csv,match,Pork,
HACHIS BOUEF/PORC,4.94,2408053109742,2024-11-03,2024_11_03.csv,match,Pork,
TRAITEUR,2.84,5000000284949,2024-11-03,2024_11_03.csv,ignore,,
ROSBIF,21.34,2408076213437,2024-11-03,2024_11_03.csv,match,DELI ROAST BEEF,
HACHIS BOUEF/PORC,3.54,2408057003531,2024-11-03,2024_11_03.csv,match,Pork,
HACHIS BOUEF/PORC,4.94,2408053109742,2024-11-03,2024_11_03.csv,match,Pork,
1 PATRON BUTTERNUT,2.11,5400112307022,2024-11-03,2024_11_03.csv,match,BUTTERNUT SQUASH,
CAROTTES 500GR,1.59,5400112307022,2024-11-03,2024_11_03.csv,match,CARROTS,500.0
BRUIN STOETBROOD KLEI,1.75,5410683008583,2024-11-03,2024_11_03.csv,ignore,,
EXCELLENCE 70%,2.29,3046920028020,2024-11-03,2024_11_03.csv,match,"LINDT, EXCELLENCE DARK CHOCOLATE",
EXCELLENCE 70%,2.29,3046920028020,2024-11-03,2024_11_03.csv,match,"LINDT, EXCELLENCE DARK CHOCOLATE",
DEL JAM CUT DEGR,2.89,5400115959270,2024-11-03,2024_11_03.csv,match,Jam,
HACHIS BOUEF/PORC,3.54,2408057003531,2024-11-03,2024_11_03.csv,match,Pork,
DEL JAM CUT DEGR,2.89,5400115959270,2024-11-03,2024_11_03.csv,match,Jam,
FARBEL ENTIER,1.66,5425207802016,2024-11-03,2024_11_03.csv,ignore,,
OEUFS COQUUES,1.45,5410496000446,2024-11-03,2024_11_03.csv,match,EGGS,
MOZZARELLA 125GR,1.45,8000433131033,2024-11-03,2024_11_03.csv,match,MOZZARELLA CHEESE,125.0
MOZZARELLA 125GR,1.45,8000433131033,2024-11-03,2024_11_03.csv,match,MOZZARELLA CHEESE,125.0
MOZZARELLA 125GR,1.45,8000433131033,2024-11-03,2024_11_03.csv,match,MOZZARELLA CHEESE,125.0
BOURSIN POIVRE,3.79,3175460000000,2024-11-03,2024_11_03.csv,match,"BOURSIN, GOURNAY CHEESE, RED CHILI PEPPER",
15 DREFT ADM PLAT,8.29,870021626741,2024-11-03,2024_11_03.csv,ignore,,
AVOCAT,7.25,5400115956924,2024-11-03,2024_11_03.csv,match,AVOCADO,
MANGUE,2.19,5400115956924,2024-11-03,2024_11_03.csv,match,MANGO,
MANGUE,2.19,5400115956924,2024-11-03,2024_11_03.csv,match,MANGO,
BIO BANANEN,2.59,4014070021729,2024-11-03,2024_11_03.csv,match,"Banana, raw",
"CLEMENTINES A FEUT 1,105 KG",4.19,5412233292123,2024-11-03,2024_11_03.csv,match,CLEMENTINES,1105.0
RAVIOLI RIC&SPIN,3.89,8000100211001,2024-11-03,2024_11_03.csv,match,RAVIOLI,
RAVIOLI RIC&SPIN,3.89,8000100211001,2024-11-03,2024_11_03.csv,match,RAVIOLI,
1.5KG SINASAPPEL PA,5.7,540010114850,2024-11-08,2024_11_08.csv,ignore,,1500.0
CARLSB CREME ENT A,6.49,5433603975,2024-11-08,2024_11_08.csv,match,CREME FRAICHE,
BAGUETTE BEAU,2.49,542500984700,2024-11-08,2024_11_08.csv,match,BAGUETTE,
KIWI SUNGOLD XL,5.99,540011957673,2024-11-08,2024_11_08.csv,match,KIWI,
6PC POMME PINK LAD,3.99,541147400141,2024-11-08,2024_11_08.csv,match,APPLE,
MANGUE,2.19,540011954346,2024-11-08,2024_11_08.csv,match,MANGO,
FRUIT & LEGUMES,1.65,2043564004020,2024-11-08,2024_11_08.csv,ignore,,
CARPACCIO,4.02,204356,2024-11-08,2024_11_08.csv,match,DELI ROAST BEEF,
CARPACCIO,4.11,204356,2024-11-08,2024_11_08.csv,match,DELI ROAST BEEF,
CARPACCIO,4.11,204356,2024-11-08,2024_11_08.csv,match,DELI ROAST BEEF,
D365 CREME 20 CL,0.81,540060173433,2024-11-08,2024_11_08.csv,match,CREME FRAICHE,200.0
CLEMENTINES A FEUI,6.31,"1,505 Kg x 4,19/ Kg",2024-11-08,2024_11_08.csv,match,CLEMENTINE,
TOM BELG GRAPP,5.35,"1,095 Kg x 4,89/ Kg",2024-11-08,2024_11_08.csv,match,TOMATO,
AVOCAT,1.45,540011956924,2024-11-08,2024_11_08.csv,match,AVOCADO,
NOIR DE NOIR C OR,2.55,541008120184,2024-11-08,2024_11_08.csv,match,DARK CHOCOLATE,100
D365 CREME 20 CL,0.81,540060173433,2024-11-08,2024_11_08.csv,match,CREME FRAICHE,200.0
